,Rank,Player,Team,CurrentSalary,RoundSalary,RoundScore,RoundValue,Year,Round
352,352,Oscar McDonald,Demons,"$201,900","$383,500",41,10.7,2018,1
353,354,Hunter Clark,Saints,"$315,200","$175,800",40,22.8,2018,1
354,354,Jesse Joyce,Suns,"$326,800","$331,800",40,12.1,2018,1
355,354,Hayden Ballantyne,Dockers,"$257,300","$285,300",40,14.0,2018,1
356,357,Rory Atkins,Crows,"$203,900","$434,100",39,9.0,2018,1
357,357,Eric Hipwood,Lions,"$313,000","$269,100",39,14.5,2018,1
358,357,Danyle Pearce,Dockers,"$309,600","$321,600",39,12.1,2018,1
359,360,Liam Ryan,Eagles,"$295,700","$117,300",38,32.4,2018,1
360,360,Cameron Rayner,Lions,"$390,700","$202,800",38,18.7,2018,1
361,360,Travis Varcoe,Magpies,"$262,600","$307,200",38,12.4,2018,1
362,363,Daniel Venables,Eagles,"$179,900","$123,900",37,29.9,2018,1
363,364,Will Schofield,Eagles,"$211,300","$238,100",36,15.1,2018,1
364,365,Paddy Dow,Blues,"$251,100","$193,800",35,18.1,2018,1
365,365,Cory Gregson,Cats,"$244,800","$211,200",35,16.6,2018,1
366,365,Mitchell Hannan,Demons,"$239,300","$303,800",35,11.5,2018,1
367,368,Joshua Walker,Lions,"$350,500","$334,400",34,10.2,2018,1
368,368,Billy Longer,Saints,"$260,900","$429,500",34,7.9,2018,1
369,370,Scott Lycett,Eagles,"$429,900","$277,100",33,11.9,2018,1
370,371,Esava Ratugolea,Cats,"$174,000","$123,900",32,25.8,2018,1
371,371,Lachlan Murphy,Crows,"$310,600","$102,400",32,31.2,2018,1
372,371,Shane Kersten,Dockers,"$331,100","$283,700",32,11.3,2018,1
373,371,Oliver Florent,Swans,"$372,900","$246,200",32,13.0,2018,1
374,371,Dayne Zorko,Lions,"$453,200","$608,900",32,5.3,2018,1
375,376,Jackson Trengove,Bulldogs,"$354,000","$344,900",29,8.4,2018,1
376,376,Jackson Nelson,Eagles,"$281,000","$239,800",29,12.1,2018,1
377,376,Ben Jacobs,Kangaroos,"$348,500","$200,100",29,14.5,2018,1
378,379,Dylan Grimes,Tigers,"$322,300","$304,100",28,9.2,2018,1
379,379,Jack Silvagni,Blues,"$419,200","$287,800",28,9.7,2018,1
380,381,Ryan Burton,Hawks,"$455,000","$460,200",27,5.9,2018,1
381,382,Heath Grundy,Swans,"$419,000","$398,600",26,6.5,2018,1
382,383,Luke Davies-Uniacke,Kangaroos,"$557,400","$189,300",25,13.2,2018,1
383,383,Lewis Jetta,Eagles,"$325,400","$386,500",25,6.5,2018,1
384,383,Aaron Naughton,Bulldogs,"$436,800","$166,800",25,15.0,2018,1
385,386,Patrick McCartin,Saints,"$388,500","$234,500",24,10.2,2018,1
386,387,Hayden Crozier,Bulldogs,"$218,500","$341,400",23,6.7,2018,1
387,388,Daniel Rich,Lions,"$531,200","$502,800",21,4.2,2018,1
388,388,Ben Brown,Kangaroos,"$339,100","$423,300",21,5.0,2018,1
389,390,Shai Bolton,Tigers,"$480,800","$242,500",20,8.2,2018,1
390,391,Harry Taylor,Cats,"$305,300","$404,800",19,4.7,2018,1
391,392,Easton Wood,Bulldogs,"$256,800","$352,800",18,5.1,2018,1
392,392,Nathan Hrovat,Kangaroos,"$288,700","$368,400",18,4.9,2018,1
393,394,Zachary Merrett,Bombers,"$617,500","$600,600",17,2.8,2018,1
394,395,Thomas Liberatore,Bulldogs,"$576,900","$434,600",13,3.0,2018,1
395,396,Matthew Kennedy,Blues,"$532,400","$356,000",3,0.8,2018,1
396,1,Tom Lynch,Suns,"$519,100","$467,600",180,38.5,2018,2
397,2,Dustin Martin,Tigers,"$480,400","$656,000",160,24.4,2018,2
398,3,Jarryd Lyons,Suns,"$500,300","$493,900",152,30.8,2018,2
399,3,Jeff Garlett,Demons,"$285,900","$381,400",152,39.9,2018,2
400,5,Edward Curnow,Blues,"$379,400","$473,200",148,31.3,2018,2
401,5,Tom Mitchell,Hawks,"$528,600","$653,500",148,22.6,2018,2
402,7,Oliver Wines,Power,"$580,700","$543,500",147,27.0,2018,2
403,8,Clayton Oliver,Demons,"$699,800","$612,800",146,23.8,2018,2
404,9,Jesse Hogan,Demons,"$463,400","$383,200",145,37.8,2018,2
405,10,Gary Ablett,Cats,"$424,300","$631,100",144,22.8,2018,2
406,11,Jackson Macrae,Bulldogs,"$634,400","$587,800",142,24.2,2018,2
407,12,Rory Sloane,Crows,"$413,800","$605,800",141,23.3,2018,2
408,13,Joel Selwood,Cats,"$401,500","$562,000",140,24.9,2018,2
409,14,Brodie Grundy,Magpies,"$512,900","$534,700",139,26.0,2018,2
410,15,Ben McEvoy,Hawks,"$491,400","$523,300",138,26.4,2018,2
411,15,Shannon Hurn,Eagles,"$577,800","$487,200",138,28.3,2018,2
412,17,Patrick Dangerfield,Cats,"$457,300","$749,800",130,17.3,2018,2
413,18,Jarryn Geary,Saints,"$241,000","$362,400",128,35.3,2018,2
414,19,Bryce Gibbs,Crows,"$290,100","$563,000",127,22.6,2018,2
415,20,Jared Polec,Power,"$246,900","$447,900",126,28.1,2018,2
416,21,Jarrad Waite,Kangaroos,"$430,400","$451,400",125,27.7,2018,2
417,21,Toby McLean,Bulldogs,"$178,900","$470,200",125,26.6,2018,2
418,23,David Mundy,Dockers,"$419,000","$491,700",123,25.0,2018,2
419,23,Todd Goldstein,Kangaroos,"$513,300","$521,400",123,23.6,2018,2
420,25,Jeremy Howe,Magpies,"$463,800","$517,600",121,23.4,2018,2
421,25,David Swallow,Suns,"$474,500","$468,500",121,25.8,2018,2
422,27,Shaun Higgins,Kangaroos,"$381,700","$505,000",120,23.8,2018,2
423,27,Stephen Coniglio,Giants,"$557,700","$452,400",120,26.5,2018,2
424,27,Rory Laird,Crows,"$703,900","$550,800",120,21.8,2018,2
425,27,Nathan Fyfe,Dockers,"$313,600","$597,900",120,20.1,2018,2
426,31,Jack Martin,Suns,"$297,300","$447,800",117,26.1,2018,2
427,31,Tim Kelly,Cats,"$476,100","$117,300",117,99.7,2018,2
428,31,Daniel Menzel,Cats,"$275,500","$391,000",117,29.9,2018,2
429,34,Ben Brown,Kangaroos,"$339,100","$423,300",116,27.4,2018,2
430,34,Sam Jacobs,Crows,"$445,800","$526,300",116,22.0,2018,2
431,34,Michael Walters,Dockers,"$365,700","$478,300",116,24.3,2018,2
432,37,Tom Doedee,Crows,"$422,300","$123,900",115,92.8,2018,2
433,37,Tom Phillips,Magpies,"$350,300","$417,500",115,27.5,2018,2
434,37,Connor Blakely,Dockers,"$123,900","$490,300",115,23.5,2018,2
435,37,Lachie Whitfield,Giants,"$473,800","$536,600",115,21.4,2018,2
436,37,Kade Simpson,Blues,"$407,300","$516,300",115,22.3,2018,2
437,37,Patrick Cripps,Blues,"$611,900","$537,300",115,21.4,2018,2
438,37,Liam Ryan,Eagles,"$295,700","$117,300",115,98.0,2018,2
439,37,Isaac Smith,Hawks,"$436,300","$465,800",115,24.7,2018,2
440,37,Josh Jenkins,Crows,"$323,400","$435,500",115,26.4,2018,2
441,37,Charlie Cameron,Lions,"$427,400","$372,500",115,30.9,2018,2
442,47,Lachlan Hunter,Bulldogs,"$392,100","$452,300",114,25.2,2018,2
443,48,Tim Taranto,Giants,"$503,100","$365,600",113,30.9,2018,2
444,49,Tom Barrass,Eagles,"$510,900","$388,100",112,28.9,2018,2
445,49,Jack Darling,Eagles,"$376,500","$397,900",112,28.1,2018,2
446,51,Hugh Greenwood,Crows,"$416,100","$465,000",111,23.9,2018,2
447,51,Robbie Gray,Power,"$365,400","$504,300",111,22.0,2018,2
448,51,Justin Westhoff,Power,"$335,100","$479,600",111,23.1,2018,2
449,51,Travis Boak,Power,"$580,200","$467,800",111,23.7,2018,2
450,51,Devon Smith,Bombers,"$322,000","$439,100",111,25.3,2018,2
451,56,Thomas Stewart,Cats,"$604,000","$370,800",110,29.7,2018,2
452,56,Isaac Heeney,Swans,"$557,100","$536,300",110,20.5,2018,2
453,56,Heath Shaw,Giants,"$372,800","$458,100",110,24.0,2018,2
454,56,Jason Johannisen,Bulldogs,"$298,700","$450,800",110,24.4,2018,2
455,56,Zac Fisher,Blues,"$404,900","$263,600",110,41.7,2018,2
456,61,Scott Pendlebury,Magpies,"$520,700","$586,500",109,18.6,2018,2
457,62,Toby Nankervis,Tigers,"$531,100","$488,300",108,22.1,2018,2
458,62,Joshua Kelly,Giants,"$582,300","$628,600",108,17.2,2018,2
459,62,Adam Treloar,Magpies,"$530,600","$557,600",108,19.4,2018,2
460,62,Callan Ward,Giants,"$469,200","$548,300",108,19.7,2018,2
461,66,Conor McKenna,Bombers,"$167,500","$363,200",107,29.5,2018,2
462,67,Jarrad McVeigh,Swans,"$384,800","$454,800",106,23.3,2018,2
463,67,Nathan Jones,Demons,"$227,900","$554,900",106,19.1,2018,2
464,67,Jeremy Finlayson,Giants,"$456,200","$123,900",106,85.6,2018,2
465,67,Luke Ryan,Dockers,"$531,600","$422,300",106,25.1,2018,2
466,67,Jimmy Webster,Saints,"$333,600","$391,000",106,27.1,2018,2
467,72,Jarrod Witts,Suns,"$605,100","$518,300",105,20.3,2018,2
468,72,Jake Carlisle,Saints,"$340,600","$376,100",105,27.9,2018,2
469,72,Nathan Wilson,Dockers,"$264,300","$417,300",105,25.2,2018,2
470,72,Luke Parker,Swans,"$572,100","$546,000",105,19.2,2018,2
471,72,Dayne Zorko,Lions,"$453,200","$608,900",105,17.2,2018,2
472,72,Elliot Yeo,Eagles,"$337,000","$561,300",105,18.7,2018,2
473,78,Ricky Henderson,Hawks,"$393,700","$424,600",104,24.5,2018,2
474,78,Ben Jacobs,Kangaroos,"$348,500","$200,100",104,52.0,2018,2
475,80,Andrew Gaff,Eagles,"$463,900","$512,000",103,20.1,2018,2
476,81,Marcus Bontempelli,Bulldogs,"$639,500","$577,800",102,17.7,2018,2
477,81,Charlie Dixon,Power,"$488,200","$499,800",102,20.4,2018,2
478,83,Allen Christensen,Lions,"$367,800","$267,300",101,37.8,2018,2
479,84,Matthew Taberner,Dockers,"$311,300","$325,100",100,30.8,2018,2
480,84,Josh Kennedy Injured,Swans,"$377,200","$564,200",100,17.7,2018,2
481,84,Michael Hurley,Bombers,"$349,600","$563,500",100,17.7,2018,2
482,87,Alex Rance,Tigers,"$448,100","$492,300",99,20.1,2018,2
483,87,Paul Seedsman,Crows,"$422,000","$300,200",99,33.0,2018,2
484,87,Zach Tuohy,Cats,"$498,100","$484,600",99,20.4,2018,2
485,90,Dom Tyson,Demons,"$243,900","$447,100",98,21.9,2018,2
486,90,Sebastian Ross,Saints,"$536,200","$555,300",98,17.6,2018,2
487,90,Jack Steven,Saints,"$400,000","$498,600",98,19.7,2018,2
488,93,Max Gawn,Demons,"$622,100","$503,700",97,19.3,2018,2
489,93,Rhys Mathieson,Lions,"$446,800","$400,100",97,24.2,2018,2
490,93,Cameron Ellis-Yolmen,Crows,"$273,800","$263,900",97,36.8,2018,2
491,93,Shane Savage,Saints,"$456,900","$479,700",97,20.2,2018,2
492,93,Jarryd Roughead,Hawks,"$373,700","$475,800",97,20.4,2018,2
493,98,Lachie Neale,Dockers,"$676,200","$599,300",96,16.0,2018,2
494,98,Charlie Curnow,Blues,"$474,200","$408,100",96,23.5,2018,2
495,100,Jake Melksham,Demons,"$316,900","$357,900",95,26.5,2018,2
496,100,Zachary Merrett,Bombers,"$617,500","$600,600",95,15.8,2018,2
497,102,Liam Shiels,Hawks,"$313,800","$427,300",94,22.0,2018,2
498,102,David Zaharakis,Bombers,"$322,100","$501,500",94,18.7,2018,2
499,102,Jake Kelly,Crows,"$332,200","$324,600",94,29.0,2018,2
500,105,Todd Marshall,Power,"$425,000","$194,300",93,47.9,2018,2
501,106,Brandan Parfitt,Cats,"$408,100","$295,500",92,31.1,2018,2
502,106,Jamie Cripps,Eagles,"$398,400","$355,300",92,25.9,2018,2
503,106,Shane Edwards,Tigers,"$326,200","$414,600",92,22.2,2018,2
504,106,Nicholas Holman,Suns,"$348,200","$102,400",92,89.8,2018,2
505,110,Matthew Scharenberg,Magpies,"$313,700","$393,600",91,23.1,2018,2
506,110,Steele Sidebottom,Magpies,"$409,200","$527,500",91,17.3,2018,2
507,110,James Aish,Magpies,"$431,800","$312,700",91,29.1,2018,2
508,110,Jeremy McGovern,Eagles,"$483,400","$498,800",91,18.2,2018,2
509,114,Brett Deledio,Giants,"$369,300","$339,800",90,26.5,2018,2
510,114,Blake Acres,Saints,"$456,100","$412,300",90,21.8,2018,2
511,116,Dyson Heppell,Bombers,"$481,000","$547,300",89,16.3,2018,2
512,116,Luke Brown,Crows,"$273,100","$340,300",89,26.2,2018,2
513,118,George Hewett,Swans,"$613,300","$405,800",88,21.7,2018,2
514,118,Rohan Bewick,Lions,"$334,900","$318,900",88,27.6,2018,2
515,118,Adam Tomlinson,Giants,"$273,200","$321,000",88,27.4,2018,2
516,121,Aaron Mullett,Blues,"$299,500","$440,700",87,19.7,2018,2
517,121,Bradley Hill,Dockers,"$418,400","$435,100",87,20.0,2018,2
518,121,Mark Lecras,Eagles,"$314,600","$364,800",87,23.8,2018,2
519,121,Thomas Jonas,Power,"$344,500","$389,000",87,22.4,2018,2
520,121,Daniel Hannebery,Swans,"$296,600","$535,100",87,16.3,2018,2
521,121,Lance Franklin,Swans,"$427,500","$540,500",87,16.1,2018,2
522,121,Scott Lycett,Eagles,"$429,900","$277,100",87,31.4,2018,2
523,128,Jed Anderson,Kangaroos,"$440,900","$258,600",86,33.3,2018,2
524,128,Robbie Tarrant,Kangaroos,"$317,600","$435,400",86,19.8,2018,2
525,128,Hugh McCluggage,Lions,"$570,800","$297,800",86,28.9,2018,2
526,131,Lewis Taylor,Lions,"$188,400","$437,800",85,19.4,2018,2
527,131,Nicholas Naitanui,Eagles,"$537,500","$465,900",85,18.2,2018,2
528,131,Christian Petracca,Demons,"$618,600","$433,300",85,19.6,2018,2
529,131,Jack Gunston,Hawks,"$393,700","$474,800",85,17.9,2018,2
530,135,Billy Hartung,Kangaroos,"$291,300","$402,600",84,20.9,2018,2
531,135,Cameron Guthrie,Cats,"$546,300","$406,300",84,20.7,2018,2
532,135,Josh Caddy,Tigers,"$363,300","$419,600",84,20.0,2018,2
533,138,Daniel Talia,Crows,"$354,600","$360,800",83,23.0,2018,2
534,138,Jordan Lewis,Demons,"$370,800","$479,800",83,17.3,2018,2
535,138,Sam Petrevski-Seton,Blues,"$281,600","$371,900",83,22.3,2018,2
536,138,Tom Bellchambers,Bombers,"$314,300","$504,500",83,16.5,2018,2
537,142,Dylan Shiel,Giants,"$509,100","$537,300",82,15.3,2018,2
538,143,Brad Ebert,Power,"$347,100","$553,500",81,14.6,2018,2
539,143,Darcy Parish,Bombers,"$610,800","$419,000",81,19.3,2018,2
540,143,Jade Gresham,Saints,"$481,800","$364,600",81,22.2,2018,2
541,143,Harry Cunningham,Swans,"$309,500","$345,100",81,23.5,2018,2
542,143,Blake Hardwick,Hawks,"$391,700","$349,300",81,23.2,2018,2
543,143,Dan Houston,Power,"$545,100","$403,700",81,20.1,2018,2
544,143,Taylor Duryea,Hawks,"$311,500","$354,800",81,22.8,2018,2
545,143,Caleb Marchbank,Blues,"$198,200","$381,400",81,21.2,2018,2
546,143,Scott Thompson,Kangaroos,"$368,000","$384,300",81,21.1,2018,2
547,143,Bailey Williams,Bulldogs,"$317,000","$319,300",81,25.4,2018,2
548,143,Harris Andrews,Lions,"$438,400","$380,100",81,21.3,2018,2
549,154,Luke McDonald,Kangaroos,"$487,300","$461,100",80,17.3,2018,2
550,154,Nick Smith,Swans,"$338,200","$308,400",80,25.9,2018,2
551,154,Michael Johnson,Dockers,"$318,900","$419,600",80,19.1,2018,2
552,154,Lachlan Murphy,Crows,"$310,600","$102,400",80,78.1,2018,2
553,158,Josh Bruce,Saints,"$161,200","$371,900",79,21.2,2018,2
554,158,Jack Billings,Saints,"$405,400","$509,500",79,15.5,2018,2
555,160,Darcy Macpherson,Suns,"$310,400","$257,000",78,30.4,2018,2
556,160,Jake Waterman,Eagles,"$310,900","$123,900",78,63.0,2018,2
557,160,Matthew De Boer,Giants,"$274,100","$340,900",78,22.9,2018,2
558,163,Eddie Betts,Crows,"$212,600","$436,400",77,17.6,2018,2
559,163,David Astbury,Tigers,"$334,200","$402,600",77,19.1,2018,2
560,163,Jack Ziebell,Kangaroos,"$356,400","$493,600",77,15.6,2018,2
561,163,Luke Davies-Uniacke,Kangaroos,"$557,400","$189,300",77,40.7,2018,2
562,163,James Harmes,Demons,"$432,700","$402,600",77,19.1,2018,2
563,163,Alex Witherden,Lions,"$552,400","$478,900",77,16.1,2018,2
564,163,Taylor Adams,Magpies,"$442,100","$591,000",77,13.0,2018,2
565,163,Jarman Impey,Hawks,"$339,300","$335,700",77,22.9,2018,2
566,163,Hayden Ballantyne,Dockers,"$257,300","$285,300",77,27.0,2018,2
567,172,David Armitage,Saints,"$423,400","$310,100",76,24.5,2018,2
568,172,Sam Powell-Pepper,Power,"$408,400","$356,000",76,21.3,2018,2
569,172,Aaron Hall,Suns,"$538,600","$507,200",76,15.0,2018,2
570,172,Riley Bonner,Power,"$419,500","$257,300",76,29.5,2018,2
571,172,Zaine Cordy,Bulldogs,"$231,700","$354,500",76,21.4,2018,2
572,172,Bradley Sheppard,Eagles,"$347,400","$340,600",76,22.3,2018,2
573,178,Chris Masten,Eagles,"$332,600","$403,900",75,18.6,2018,2
574,178,Callum Sinclair,Swans,"$357,100","$436,900",75,17.2,2018,2
575,178,Daniel Howe,Hawks,"$301,400","$404,100",75,18.6,2018,2
576,178,Trent Cotchin,Tigers,"$454,500","$555,000",75,13.5,2018,2
577,178,Tom Langdon,Magpies,"$405,500","$451,300",75,16.6,2018,2
578,178,David Cuningham,Blues,"$163,800","$333,300",75,22.5,2018,2
579,178,Luke Breust,Hawks,"$350,300","$392,200",75,19.1,2018,2
580,178,Jarrod Berry,Lions,"$417,300","$339,100",75,22.1,2018,2
581,186,Wayne Milera,Crows,"$321,200","$322,000",74,23.0,2018,2
582,186,Stephen Hill,Dockers,"$338,000","$442,000",74,16.7,2018,2
583,186,Lewis Jetta,Eagles,"$325,400","$386,500",74,19.1,2018,2
584,186,Jesse Joyce,Suns,"$326,800","$331,800",74,22.3,2018,2
585,190,Oliver Florent,Swans,"$372,900","$246,200",73,29.7,2018,2
586,190,Alex Neal-Bullen,Demons,"$392,200","$414,900",73,17.6,2018,2
587,190,Marc Murphy,Blues,"$204,400","$595,000",73,12.3,2018,2
588,190,Matthew Suckling,Bulldogs,"$267,300","$427,300",73,17.1,2018,2
589,194,Joshua Wagner,Demons,"$333,400","$315,200",72,22.8,2018,2
590,194,Joshua Green,Bombers,"$253,600","$307,900",72,23.4,2018,2
591,194,Michael Hibberd,Demons,"$339,700","$545,200",72,13.2,2018,2
592,197,Brendon Goddard,Bombers,"$298,300","$535,500",71,13.3,2018,2
593,197,Trent Dumont,Kangaroos,"$345,500","$412,300",71,17.2,2018,2
594,197,Jack Crisp,Magpies,"$520,300","$455,300",71,15.6,2018,2
595,197,Jake Lloyd,Swans,"$507,300","$479,900",71,14.8,2018,2
596,201,Steven Motlop,Power,"$257,500","$403,500",70,17.3,2018,2
597,201,Jack Riewoldt,Tigers,"$387,300","$455,200",70,15.4,2018,2
598,201,Alex Pearce,Dockers,"$328,600","$231,400",70,30.3,2018,2
599,201,Taylor Walker,Crows,"$499,200","$473,600",70,14.8,2018,2
600,201,Bernie Vince,Demons,"$273,500","$407,100",70,17.2,2018,2
601,201,Tom Hawkins,Cats,"$519,500","$473,700",70,14.8,2018,2
602,201,Dylan Roberton,Saints,"$139,700","$509,000",70,13.8,2018,2
603,201,Darcy Byrne-Jones,Power,"$460,400","$354,100",70,19.8,2018,2
604,201,Liam Jones,Blues,"$228,100","$426,100",70,16.4,2018,2
605,210,Jack Bowes,Suns,"$277,500","$266,900",69,25.9,2018,2
606,210,Jack Newnes,Saints,"$320,900","$465,800",69,14.8,2018,2
607,210,Jamie MacMillan,Kangaroos,"$347,500","$424,600",69,16.3,2018,2
608,210,Lynden Dunn,Magpies,"$238,000","$373,800",69,18.5,2018,2
609,210,Ed Langdon,Dockers,"$435,500","$356,800",69,19.3,2018,2
610,215,Jack Steele,Saints,"$604,400","$500,800",68,13.6,2018,2
611,215,Steven May,Suns,"$507,400","$462,100",68,14.7,2018,2
612,215,Heath Grundy,Swans,"$419,000","$398,600",68,17.1,2018,2
613,215,Ben Cunnington,Kangaroos,"$419,000","$500,800",68,13.6,2018,2
614,219,Samuel Reid,Giants,"$207,400","$271,500",67,24.7,2018,2
615,219,Jayden Short,Tigers,"$543,800","$319,900",67,20.9,2018,2
616,219,Josh Dunkley,Bulldogs,"$596,400","$296,900",67,22.6,2018,2
617,219,Mitch Honeychurch,Bulldogs,"$269,100","$329,900",67,20.3,2018,2
618,219,Rhys Stanley,Cats,"$438,500","$412,800",67,16.2,2018,2
619,219,Dominic Sheed,Eagles,"$332,000","$459,500",67,14.6,2018,2
620,219,Shaun Atley,Kangaroos,"$284,400","$373,800",67,17.9,2018,2
621,219,Mark Blicavs,Cats,"$537,200","$448,600",67,14.9,2018,2
622,219,Mitchell Brown,Bombers,"$274,700","$299,100",67,22.4,2018,2
623,219,Jed Lamb,Blues,"$318,400","$334,400",67,20.0,2018,2
624,229,Marley Williams,Kangaroos,"$347,900","$396,300",66,16.7,2018,2
625,229,Brandon Matera,Dockers,"$265,500","$417,800",66,15.8,2018,2
626,229,Joel Hamling,Dockers,"$169,600","$344,100",66,19.2,2018,2
627,229,Easton Wood,Bulldogs,"$256,800","$352,800",66,18.7,2018,2
628,229,Sam Gray,Power,"$276,300","$414,800",66,15.9,2018,2
629,234,Alex Sexton,Suns,"$214,400","$332,300",65,19.6,2018,2
630,234,Sam Day,Suns,"$235,600","$259,000",65,25.1,2018,2
631,234,Eric Hipwood,Lions,"$313,000","$269,100",65,24.2,2018,2
632,234,Phil Davis,Giants,"$296,000","$361,800",65,18.0,2018,2
633,234,Zac Langdon,Giants,"$264,300","$117,300",65,55.4,2018,2
634,239,Bailey Banfield,Dockers,"$233,700","$123,400",64,51.9,2018,2
635,239,Shaun Grigg,Tigers,"$432,700","$486,300",64,13.2,2018,2
636,239,Nick Haynes,Giants,"$318,700","$416,800",64,15.4,2018,2
637,239,Tom Papley,Swans,"$441,800","$451,400",64,14.2,2018,2
638,239,Jaidyn Stephenson,Magpies,"$377,500","$180,300",64,35.5,2018,2
639,244,Luke Shuey,Eagles,"$472,800","$529,100",63,11.9,2018,2
640,244,Stefan Martin,Lions,"$296,300","$540,000",63,11.7,2018,2
641,244,Jaeger O'Meara,Hawks,"$472,400","$315,800",63,19.9,2018,2
642,244,Oscar McDonald,Demons,"$201,900","$383,500",63,16.4,2018,2
643,244,Dean Towers,Swans,"$300,500","$356,700",63,17.7,2018,2
644,244,Kyle Hartigan,Crows,"$226,400","$278,600",63,22.6,2018,2
645,250,Travis Varcoe,Magpies,"$262,600","$307,200",62,20.2,2018,2
646,250,Dom Barry,Power,"$182,400","$117,300",62,52.9,2018,2
647,250,Koby Stevens,Saints,"$435,100","$435,100",62,14.2,2018,2
648,250,Luke Hodge,Lions,"$337,200","$461,800",62,13.4,2018,2
649,250,Mark O'Connor,Cats,"$323,100","$123,900",62,50.0,2018,2
650,250,Andrew Brayshaw,Dockers,"$615,600","$198,300",62,31.3,2018,2
651,256,Adam Cerra,Dockers,"$504,400","$184,800",61,33.0,2018,2
652,256,Brayden Fiorini,Suns,"$360,400","$387,400",61,15.7,2018,2
653,256,Lachlan Plowman,Blues,"$314,900","$358,900",61,17.0,2018,2
654,256,Josh Thomas,Magpies,"$287,300","$357,400",61,17.1,2018,2
655,256,James Sicily,Hawks,"$624,700","$402,800",61,15.1,2018,2
656,256,Nicholas Robertson,Lions,"$339,500","$335,900",61,18.2,2018,2
657,256,Matthew Wright,Blues,"$298,100","$418,600",61,14.6,2018,2
658,263,Andrew McGrath,Bombers,"$478,700","$388,400",60,15.4,2018,2
659,263,Bayley Fritsch,Demons,"$360,600","$117,300",60,51.2,2018,2
660,263,Adam Saad,Bombers,"$567,900","$399,800",60,15.0,2018,2
661,266,Kayne Turner,Kangaroos,"$264,300","$341,600",59,17.3,2018,2
662,266,Rory Atkins,Crows,"$203,900","$434,100",59,13.6,2018,2
663,266,Daniel Venables,Eagles,"$179,900","$123,900",59,47.6,2018,2
664,266,Jarrod Harbrow,Suns,"$291,100","$442,000",59,13.3,2018,2
665,266,Neville Jetta,Demons,"$194,900","$372,100",59,15.9,2018,2
666,266,Dayne Beams,Lions,"$441,700","$557,600",59,10.6,2018,2
667,266,Jake Lever,Demons,"$375,700","$434,300",59,13.6,2018,2
