,Rank,Player,Team,CurrentSalary,RoundSalary,RoundScore,RoundValue,Year,Round 
21005,61,Jy Simpkin,Kangaroos,"$500,200","$425,400",103,24.2,2020,10
21006,61,Jake Lever,Demons,"$375,700","$384,200",103,26.8,2020,10
21007,61,Charlie Dixon,Power,"$488,200","$472,400",103,21.8,2020,10
21008,65,Todd Goldstein,Kangaroos,"$513,300","$600,500",102,17.0,2020,10
21009,65,Nick Haynes,Giants,"$318,700","$546,500",102,18.7,2020,10
21010,65,Lachlan Fogarty,Cats,"$167,400","$225,300",102,45.3,2020,10
21011,68,Mitchell Duncan,Cats,"$486,800","$521,500",101,19.4,2020,10
21012,68,Shane Mumford,Giants,"$423,900","$410,500",101,24.6,2020,10
21013,68,Jordan Ridley,Bombers,"$504,300","$512,100",101,19.7,2020,10
21014,71,Jed Anderson,Kangaroos,"$440,900","$496,900",100,20.1,2020,10
21015,71,Steven May,Demons,"$507,400","$452,300",100,22.1,2020,10
21016,73,Hugh Greenwood,Suns,"$416,100","$558,400",99,17.7,2020,10
21017,74,Jack Riewoldt,Tigers,"$387,300","$281,900",98,34.8,2020,10
21018,75,Brayden Sier,Magpies,"$242,200","$242,700",97,40.0,2020,10
21019,76,Jack Lukosius,Suns,"$360,400","$399,200",96,24.0,2020,10
21020,76,Noah Balta,Tigers,"$330,000","$287,300",96,33.4,2020,10
21021,78,Luke McDonald,Kangaroos,"$487,300","$394,300",95,24.1,2020,10
21022,78,Trent McKenzie,Power,"$275,400","$343,400",95,27.7,2020,10
21023,78,Tom Lynch,Crows,"$413,200","$393,300",95,24.2,2020,10
21024,78,Callum Wilkie,Saints,"$454,000","$381,400",95,24.9,2020,10
21025,82,Steele Sidebottom,Magpies,"$409,200","$564,300",94,16.7,2020,10
21026,82,James Rowbottom,Swans,"$468,500","$388,000",94,24.2,2020,10
21027,82,Sam Weideman,Demons,"$300,100","$312,900",94,30.0,2020,10
21028,82,Adam Treloar,Magpies,"$530,600","$609,000",94,15.4,2020,10
21029,86,Timothy English,Bulldogs,"$581,000","$593,800",93,15.7,2020,10
21030,86,Nick Hind,Saints,"$491,300","$319,600",93,29.1,2020,10
21031,86,Wil Powell,Suns,"$425,300","$243,000",93,38.3,2020,10
21032,86,Samuel Collins,Suns,"$379,100","$438,300",93,21.2,2020,10
21033,86,Michael Hurley,Bombers,"$349,600","$451,300",93,20.6,2020,10
21034,91,Brandon Zerk-Thatcher,Bombers,"$384,500","$195,200",92,47.1,2020,10
21035,91,Tim Taranto,Giants,"$503,100","$537,300",92,17.1,2020,10
21036,93,Angus Brayshaw,Demons,"$550,300","$352,600",91,25.8,2020,10
21037,93,Callan Ward,Giants,"$469,200","$488,100",91,18.6,2020,10
21038,95,Andrew McGrath,Bombers,"$478,700","$476,100",90,18.9,2020,10
21039,95,Robbie Tarrant,Kangaroos,"$317,600","$435,800",90,20.7,2020,10
21040,95,Josh Dunkley,Bulldogs,"$596,400","$602,600",90,14.9,2020,10
21041,95,Brody Mihocek,Magpies,"$328,100","$340,500",90,26.4,2020,10
21042,99,Tom Phillips,Magpies,"$350,300","$371,200",89,24.0,2020,10
21043,99,Patrick Dangerfield,Cats,"$457,300","$590,000",89,15.1,2020,10
21044,99,Tom Doedee,Crows,"$422,300","$433,500",89,20.5,2020,10
21045,102,Darcy Byrne-Jones,Power,"$460,400","$401,500",88,21.9,2020,10
21046,102,Ben Keays,Crows,"$548,600","$417,800",88,21.1,2020,10
21047,102,Jeremy Cameron,Giants,"$501,500","$429,600",88,20.5,2020,10
21048,102,Bailey Smith,Bulldogs,"$542,700","$432,900",88,20.3,2020,10
21049,102,Ben Ainsworth,Suns,"$415,400","$351,400",88,25.0,2020,10
21050,107,Hamish Hartlett,Power,"$291,500","$426,100",87,20.4,2020,10
21051,107,Jake Aarts,Tigers,"$172,600","$215,200",87,40.4,2020,10
21052,109,Jacob Hopper,Giants,"$332,000","$474,900",86,18.1,2020,10
21053,109,Caleb Daniel,Bulldogs,"$495,200","$541,300",86,15.9,2020,10
21054,109,Mason Redman,Bombers,"$510,900","$301,100",86,28.6,2020,10
21055,109,Bayley Fritsch,Demons,"$360,600","$310,200",86,27.7,2020,10
21056,109,Toby McLean,Bulldogs,"$178,900","$359,400",86,23.9,2020,10
21057,114,Luke Jackson,Demons,"$465,500","$239,000",85,35.6,2020,10
21058,114,Elliott Himmelberg,Crows,"$338,400","$240,600",85,35.3,2020,10
21059,114,Brent Daniels,Giants,"$191,300","$299,800",85,28.4,2020,10
21060,114,Alex Witherden,Lions,"$552,400","$414,400",85,20.5,2020,10
21061,114,Callum Sinclair,Swans,"$357,100","$366,700",85,23.2,2020,10
21062,119,Christian Salem,Demons,"$390,400","$434,400",84,19.3,2020,10
21063,120,Izak Rankine,Suns,"$386,000","$278,800",83,29.8,2020,10
21064,120,Connor Rozee,Power,"$513,800","$282,300",83,29.4,2020,10
21065,120,Nicholas Coffield,Saints,"$208,800","$380,500",83,21.8,2020,10
21066,123,Kane Lambert,Tigers,"$290,400","$472,100",82,17.4,2020,10
21067,124,Jake Melksham,Demons,"$316,900","$297,600",81,27.2,2020,10
21068,124,Nick Vlastuin,Tigers,"$548,200","$444,500",81,18.2,2020,10
21069,124,Jack Crisp,Magpies,"$520,300","$486,600",81,16.6,2020,10
21070,127,Sam Wicks,Swans,"$260,000","$123,900",80,64.6,2020,10
21071,127,Joshua Walker,Kangaroos,"$350,500","$373,900",80,21.4,2020,10
21072,129,Tom Sparrow,Demons,"$371,500","$182,500",78,42.7,2020,10
21073,129,Jamie Elliott,Magpies,"$418,400","$327,800",78,23.8,2020,10
21074,129,Jarrod Berry,Lions,"$417,300","$511,900",78,15.2,2020,10
21075,129,Rhys Stanley,Cats,"$438,500","$472,300",78,16.5,2020,10
21076,129,Jarrod Harbrow,Suns,"$291,100","$337,500",78,23.1,2020,10
21077,134,Josh Thomas,Magpies,"$287,300","$251,200",77,30.7,2020,10
21078,134,Luke Parker,Swans,"$572,100","$550,400",77,14.0,2020,10
21079,134,Ed Langdon,Demons,"$435,500","$421,500",77,18.3,2020,10
21080,134,Paul Seedsman,Crows,"$422,000","$448,500",77,17.2,2020,10
21081,134,Daniel Talia,Crows,"$354,600","$415,200",77,18.5,2020,10
21082,139,Jordan Roughead,Magpies,"$389,800","$261,300",76,29.1,2020,10
21083,139,Callum Brown,Magpies,"$206,100","$323,500",76,23.5,2020,10
21084,139,David Zaharakis,Bombers,"$322,100","$358,800",76,21.2,2020,10
21085,142,Aidan Corr,Giants,"$380,700","$413,300",75,18.1,2020,10
21086,142,Darcy Moore,Magpies,"$455,100","$419,900",75,17.9,2020,10
21087,144,Dayne Zorko,Lions,"$453,200","$509,100",74,14.5,2020,10
21088,144,David Swallow,Suns,"$474,500","$448,200",74,16.5,2020,10
21089,144,Bailey Scott,Kangaroos,"$385,100","$281,500",74,26.3,2020,10
21090,144,Callum Mills,Swans,"$642,400","$541,400",74,13.7,2020,10
21091,144,Sam Draper,Bombers,"$398,700","$123,900",74,59.7,2020,10
21092,149,Zac Bailey,Lions,"$421,100","$392,200",73,18.6,2020,10
21093,149,Jake Carlisle,Saints,"$340,600","$383,200",73,19.1,2020,10
21094,149,Tom Cutler,Bombers,"$359,900","$324,200",73,22.5,2020,10
21095,149,Sam Day,Suns,"$235,600","$291,800",73,25.0,2020,10
21096,153,Charlie Cameron,Lions,"$427,400","$431,000",72,16.7,2020,10
21097,153,Dougal Howard,Saints,"$370,500","$339,300",72,21.2,2020,10
21098,153,Sam Simpson Injured,Cats,"$166,100","$270,000",72,26.7,2020,10
21099,153,Sam Reid Injured,Swans,"$470,900","$407,900",72,17.7,2020,10
21100,153,Will Hayward,Swans,"$377,100","$352,400",72,20.4,2020,10
21101,153,Darcy Parish,Bombers,"$610,800","$431,500",72,16.7,2020,10
21102,153,Josh Battle,Saints,"$394,800","$363,000",72,19.8,2020,10
21103,160,Patrick Lipinski,Bulldogs,"$472,700","$422,800",71,16.8,2020,10
21104,160,Anthony McDonald-Tipungwuti,Bombers,"$209,600","$356,800",71,19.9,2020,10
21105,160,Kamdyn Mcintosh,Tigers,"$393,700","$332,000",71,21.4,2020,10
21106,160,Jared Polec,Kangaroos,"$246,900","$443,600",71,16.0,2020,10
21107,164,Mitch Robinson,Lions,"$301,000","$422,800",70,16.6,2020,10
21108,164,Oliver Wines,Power,"$580,700","$485,000",70,14.4,2020,10
21109,164,Sam Powell-Pepper,Power,"$408,400","$368,000",70,19.0,2020,10
21110,164,Oliver Florent,Swans,"$372,900","$428,800",70,16.3,2020,10
21111,168,Dean Kent,Saints,"$322,700","$370,900",69,18.6,2020,10
21112,168,Bradley Hill,Saints,"$418,400","$290,300",69,23.8,2020,10
21113,168,Mark O'Connor,Cats,"$323,100","$338,900",69,20.4,2020,10
21114,168,Jack Henry,Cats,"$338,600","$329,100",69,21.0,2020,10
21115,168,Jaidyn Stephenson,Magpies,"$377,500","$349,200",69,19.8,2020,10
21116,168,Dylan Stephens,Swans,"$367,000","$208,000",69,33.2,2020,10
21117,174,Marlion Pickett,Tigers,"$386,600","$333,400",68,20.4,2020,10
21118,174,Patrick Ryder,Saints,"$356,800","$501,600",68,13.6,2020,10
21119,174,Thomas Stewart,Cats,"$604,000","$443,000",68,15.3,2020,10
21120,174,Xavier O'Halloran,Giants,"$202,100","$123,900",68,54.9,2020,10
21121,174,Mitchell Wallis,Bulldogs,"$213,500","$380,100",68,17.9,2020,10
21122,179,Travis Boak,Power,"$580,200","$494,900",67,13.5,2020,10
21123,179,Trent Cotchin,Tigers,"$454,500","$475,000",67,14.1,2020,10
21124,179,Jamie MacMillan,Kangaroos,"$347,500","$353,700",67,18.9,2020,10
21125,179,Will Walker,Kangaroos,"$244,500","$154,900",67,43.3,2020,10
21126,179,Ben Crocker,Crows,"$250,500","$210,400",67,31.8,2020,10
21127,179,Lachlan Murphy,Crows,"$310,600","$283,900",67,23.6,2020,10
21128,179,Tom McCartin,Swans,"$331,100","$270,300",67,24.8,2020,10
21129,186,Darcy Gardiner,Lions,"$344,400","$353,800",66,18.7,2020,10
21130,186,Dan Houston,Power,"$545,100","$471,500",66,14.0,2020,10
21131,186,Kyle Langford,Bombers,"$362,800","$396,800",66,16.6,2020,10
21132,189,James Harmes,Demons,"$432,700","$339,600",65,19.1,2020,10
21133,189,David MacKay,Crows,"$282,000","$359,800",65,18.1,2020,10
21134,189,Dane Rampe,Swans,"$330,100","$486,300",65,13.4,2020,10
21135,189,Tom Clurey,Power,"$333,300","$336,000",65,19.3,2020,10
21136,189,Zaine Cordy,Bulldogs,"$231,700","$288,800",65,22.5,2020,10
21137,194,Mitch Georgiades,Power,"$319,300","$229,100",64,27.9,2020,10
21138,194,Nathan Jones,Demons,"$227,900","$352,900",64,18.1,2020,10
21139,194,John Noble,Magpies,"$408,700","$305,100",64,21.0,2020,10
21140,197,Jack Sinclair,Saints,"$626,200","$418,800",63,15.0,2020,10
21141,197,Sam Mayes,Power,"$201,400","$301,700",63,20.9,2020,10
21142,199,Shaun Atley,Kangaroos,"$284,400","$403,400",62,15.4,2020,10
21143,199,Jasper Pittard,Kangaroos,"$339,200","$342,900",62,18.1,2020,10
21144,199,Robbie Fox,Swans,"$425,000","$391,300",62,15.8,2020,10
21145,202,Justin Westhoff,Power,"$335,100","$345,400",61,17.7,2020,10
21146,202,Lachlan Keeffe,Giants,"$250,000","$300,700",61,20.3,2020,10
21147,204,Matt Guelfi,Bombers,"$319,900","$300,400",60,20.0,2020,10
21148,204,Aaron Hall,Kangaroos,"$538,600","$430,200",60,13.9,2020,10
21149,204,Max King,Saints,"$381,100","$297,500",60,20.2,2020,10
21150,204,Noah Anderson,Suns,"$552,900","$345,000",60,17.4,2020,10
21151,208,Zak Jones,Saints,"$352,400","$453,700",59,13.0,2020,10
21152,208,Will Snelling,Bombers,"$278,700","$379,900",59,15.5,2020,10
21153,208,Karl Amon,Power,"$508,300","$362,200",59,16.3,2020,10
21154,208,Edward Phillips,Saints,"$321,200","$274,800",59,21.5,2020,10
21155,208,Jason Johannisen,Bulldogs,"$298,700","$434,700",59,13.6,2020,10
21156,208,Zach Guthrie,Cats,"$371,900","$190,100",59,31.0,2020,10
21157,208,Harry Schoenberg,Crows,"$322,800","$117,300",59,50.3,2020,10
21158,215,Zach Tuohy,Cats,"$498,100","$450,200",58,12.9,2020,10
21159,215,Ben McKay,Kangaroos,"$313,100","$238,000",58,24.4,2020,10
21160,215,Alex Keath,Bulldogs,"$310,300","$322,100",58,18.0,2020,10
21161,218,Lachlan Weller,Suns,"$447,500","$414,500",57,13.8,2020,10
21162,218,Michael Hibberd,Demons,"$339,700","$351,500",57,16.2,2020,10
21163,218,Fischer McAsey,Crows,"$161,600","$199,500",57,28.6,2020,10
21164,218,Jade Gresham,Saints,"$481,800","$466,100",57,12.2,2020,10
21165,218,Joel Selwood,Cats,"$401,500","$505,800",57,11.3,2020,10
21166,223,Ben King,Suns,"$176,300","$256,000",56,21.9,2020,10
21167,223,Nicholas Holman,Suns,"$348,200","$330,300",56,17.0,2020,10
21168,223,Jed Bews,Cats,"$272,000","$277,600",56,20.2,2020,10
21169,226,Lachlan Henderson,Cats,"$415,000","$314,300",55,17.5,2020,10
21170,226,Aaron Francis,Bombers,"$189,400","$350,200",55,15.7,2020,10
21171,226,Tom Papley,Swans,"$441,800","$448,600",55,12.3,2020,10
21172,226,Connor Budarick,Suns,"$362,800","$237,300",55,23.2,2020,10
21173,226,Dylan Shiel,Bombers,"$509,100","$545,600",55,10.1,2020,10
21174,226,Ben Paton,Saints,"$345,800","$392,700",55,14.0,2020,10
21175,232,Tom Atkins,Cats,"$461,200","$290,900",54,18.6,2020,10
21176,232,Jake Kelly,Crows,"$332,200","$324,200",54,16.7,2020,10
21177,232,Darcy Fogarty,Crows,"$373,400","$293,700",54,18.4,2020,10
21178,232,Mabior Chol,Tigers,"$373,600","$328,400",54,16.4,2020,10
21179,232,Sydney Stack,Tigers,"$368,800","$319,700",54,16.9,2020,10
21180,232,Noah Answerth,Lions,"$335,600","$339,800",54,15.9,2020,10
21181,232,Lachlan Hosie,Kangaroos,"$186,400","$123,900",54,43.6,2020,10
21182,239,Harry Cunningham,Swans,"$309,500","$439,200",53,12.1,2020,10
21183,239,Dylan Grimes,Tigers,"$322,300","$425,600",53,12.5,2020,10
21184,239,Jack Bowes,Suns,"$277,500","$442,100",53,12.0,2020,10
21185,239,Jye Caldwell,Giants,"$442,900","$291,200",53,18.2,2020,10
21186,243,Jack Ross,Tigers,"$378,600","$286,000",52,18.2,2020,10
21187,243,Lachlan Sholl,Crows,"$362,800","$123,900",52,42.0,2020,10
21188,243,Tim Membrey,Saints,"$417,200","$351,400",52,14.8,2020,10
21189,246,Reilly O'Brien,Crows,"$560,500","$545,200",50,9.2,2020,10
21190,246,Alex Sexton,Suns,"$214,400","$313,300",50,16.0,2020,10
21191,246,Xavier Duursma,Power,"$282,300","$379,500",50,13.2,2020,10
21192,249,Harry Taylor,Cats,"$305,300","$402,400",49,12.2,2020,10
21193,249,Lachlan Ash,Giants,"$335,300","$277,500",49,17.7,2020,10
21194,249,Jeremy Finlayson,Giants,"$456,200","$354,800",49,13.8,2020,10
21195,249,Cameron Zurhaar,Kangaroos,"$351,200","$338,800",49,14.5,2020,10
21196,253,Ed Richards,Bulldogs,"$460,400","$312,600",48,15.4,2020,10
21197,253,Jay Lockhart,Demons,"$289,600","$267,400",48,18.0,2020,10
21198,253,Harry Perryman,Giants,"$520,300","$436,100",48,11.0,2020,10
21199,253,Sean Lemmens,Suns,"$320,700","$275,000",48,17.5,2020,10
21200,253,Majak Daw,Kangaroos,"$176,400","$339,600",48,14.1,2020,10
21201,253,Conor McKenna,Bombers,"$167,500","$423,700",48,11.3,2020,10
21202,259,Jason Castagna,Tigers,"$281,800","$386,700",47,12.2,2020,10
21203,260,Harrison Himmelberg,Giants,"$499,000","$348,600",46,13.2,2020,10
21204,260,Jack Mahony,Kangaroos,"$235,400","$221,400",46,20.8,2020,10
21205,262,Brandon Starcevich,Lions,"$381,500","$249,000",45,18.1,2020,10
21206,262,Jack Payne,Lions,"$364,600","$123,900",45,36.3,2020,10
21207,262,Ben Reid,Magpies,"$296,300","$317,700",45,14.2,2020,10
21208,262,James Bell,Swans,"$178,900","$159,900",45,28.1,2020,10
21209,262,Zac Langdon,Giants,"$264,300","$188,100",45,23.9,2020,10
21210,267,Cameron Ellis-Yolmen,Lions,"$273,800","$415,400",44,10.6,2020,10
21211,268,Trey Ruscoe,Magpies,"$233,400","$117,300",43,36.7,2020,10
21212,268,Boyd Woodcock,Power,"$243,600","$102,400",43,42.0,2020,10
21213,270,Nathan Broad,Tigers,"$454,700","$375,800",42,11.2,2020,10
21214,270,Ned McHenry,Crows,"$316,600","$191,500",42,21.9,2020,10
21215,270,Harley Bennell,Demons,"$226,400","$215,700",42,19.5,2020,10
21216,273,Aaron Vandenberg,Demons,"$301,300","$272,200",41,15.1,2020,10
21217,273,Eric Hipwood,Lions,"$313,000","$340,700",41,12.0,2020,10
21218,275,Jack Higgins,Tigers,"$341,700","$416,700",40,9.6,2020,10
21219,275,Hayden Crozier,Bulldogs,"$218,500","$426,200",40,9.4,2020,10
21220,277,Adam Tomlinson,Demons,"$273,200","$362,400",37,10.2,2020,10
21221,277,Easton Wood,Bulldogs,"$256,800","$303,200",37,12.2,2020,10
21222,277,Roarke Smith,Bulldogs,"$292,400","$258,000",37,14.3,2020,10
21223,280,Kane Farrell,Power,"$403,300","$337,100",36,10.7,2020,10
21224,281,Cameron Rayner,Lions,"$390,700","$386,200",35,9.1,2020,10
21225,281,Derek Eggmolesse-Smith,Tigers,"$292,500","$310,000",35,11.3,2020,10
21226,283,James Stewart,Bombers,"$254,600","$293,000",34,11.6,2020,10
21227,283,Jeremy Sharp,Suns,"$224,700","$117,300",34,29.0,2020,10
21228,285,Bradley Close,Cats,"$420,400","$146,100",31,21.2,2020,10
21229,285,Chayce Jones,Crows,"$268,700","$226,300",31,13.7,2020,10
21230,285,Phil Davis,Giants,"$296,000","$319,400",31,9.7,2020,10
21231,288,Lewis Melican,Swans,"$172,300","$284,600",30,10.5,2020,10
21232,289,Laitham Vandermeer,Bulldogs,"$274,100","$290,800",29,10.0,2020,10
21233,290,Isaac Quaynor,Magpies,"$376,700","$333,800",28,8.4,2020,10
21234,290,Charlie Ballard,Suns,"$357,000","$346,800",28,8.1,2020,10
21235,290,Ivan Soldo,Tigers,"$297,300","$431,000",28,6.5,2020,10
21236,293,Elijah Taylor,Swans,"$166,500","$156,500",26,16.6,2020,10
21237,293,Sam Skinner,Lions,"$123,900","$111,400",26,23.3,2020,10
21238,293,Taylor Walker,Crows,"$499,200","$349,500",26,7.4,2020,10
21239,293,Aiden Bonar,Kangaroos,"$203,700","$227,000",26,11.5,2020,10
21240,297,Alex Neal-Bullen,Demons,"$392,200","$343,300",22,6.4,2020,10
21241,298,Cody Weightman,Bulldogs,"$297,000","$152,000",20,13.2,2020,10
21242,298,Connor Ballenden,Lions,"$146,100","$123,900",20,16.1,2020,10
21243,300,Shaun McKernan,Bombers,"$226,500","$273,000",19,7.0,2020,10
21244,301,Josh Bruce,Bulldogs,"$161,200","$315,500",14,4.4,2020,10
21245,301,Aliir Aliir,Swans,"$406,800","$316,600",14,4.4,2020,10
21246,303,Ben Long,Saints,"$353,900","$361,100",12,3.3,2020,10
21247,304,Matthew Ling,Swans,"$163,000","$136,700",11,8.0,2020,10
21248,305,Jacob Townsend,Bombers,"$238,200","$229,300",10,4.4,2020,10
21249,306,Will Hamill,Crows,"$284,000","$215,400",4,1.9,2020,10
21250,307,Will Hoskin-Elliott,Magpies,"$330,900","$340,500",0,0.0,2020,10
21251,307,Ben Brown,Kangaroos,"$339,100","$269,200",0,0.0,2020,10
21252,1,Oliver Wines,Power,"$580,700","$494,200",189,38.2,2020,11
21253,2,Rory Laird,Crows,"$703,900","$481,700",185,38.4,2020,11
21254,3,Jackson Macrae,Bulldogs,"$634,400","$676,900",183,27.0,2020,11
21255,4,Lachie Neale,Lions,"$676,200","$700,600",167,23.8,2020,11
21256,5,Dayne Zorko,Lions,"$453,200","$488,900",163,33.3,2020,11
21257,6,Christian Petracca,Demons,"$618,600","$607,000",160,26.4,2020,11
21258,7,Sam Menegola,Cats,"$344,000","$533,100",154,28.9,2020,11
21259,8,Andrew Brayshaw,Dockers,"$615,600","$546,800",150,27.4,2020,11
21260,9,Sean Darcy,Dockers,"$562,200","$313,300",139,44.4,2020,11
21261,10,Jarryd Lyons,Lions,"$500,300","$596,800",138,23.1,2020,11
21262,10,Peter Ladhams,Power,"$429,400","$384,600",138,35.9,2020,11
21263,10,Luke McDonald,Kangaroos,"$487,300","$445,400",138,31.0,2020,11
21264,10,Marcus Bontempelli,Bulldogs,"$639,500","$513,800",138,26.9,2020,11
21265,14,Dominic Sheed,Eagles,"$332,000","$457,600",137,29.9,2020,11
21266,14,Clayton Oliver,Demons,"$699,800","$667,400",137,20.5,2020,11
21267,14,Zachary Merrett,Bombers,"$617,500","$537,300",137,25.5,2020,11
21268,17,Gary Rohan,Cats,"$305,900","$337,300",136,40.3,2020,11
21269,18,Adam Cerra,Dockers,"$504,400","$419,500",134,31.9,2020,11
21270,19,Robbie Gray,Power,"$365,400","$384,200",133,34.6,2020,11
21271,20,Trent Dumont,Kangaroos,"$345,500","$566,100",131,23.1,2020,11
21272,21,Nathan Fyfe,Dockers,"$313,600","$588,200",130,22.1,2020,11
21273,22,Dylan Shiel,Bombers,"$509,100","$490,900",129,26.3,2020,11
21274,22,Travis Boak,Power,"$580,200","$462,600",129,27.9,2020,11
21275,22,Nicholas Naitanui,Eagles,"$537,500","$487,600",129,26.5,2020,11
21276,25,Taylor Adams,Magpies,"$442,100","$528,600",128,24.2,2020,11
21277,25,Eric Hipwood,Lions,"$313,000","$321,100",128,39.9,2020,11
21278,27,Lachlan Weller,Suns,"$447,500","$390,300",127,32.5,2020,11
21279,28,Tom Hawkins,Cats,"$519,500","$488,400",126,25.8,2020,11
21280,29,Jordan Ridley,Bombers,"$504,300","$509,700",124,24.3,2020,11
21281,29,Timothy English,Bulldogs,"$581,000","$531,100",124,23.3,2020,11
21282,31,Zak Butters,Power,"$529,400","$418,200",119,28.5,2020,11
21283,32,Hugh McCluggage,Lions,"$570,800","$524,400",117,22.3,2020,11
21284,32,Charlie Dixon,Power,"$488,200","$464,600",117,25.2,2020,11
21285,32,Patrick Dangerfield,Cats,"$457,300","$564,700",117,20.7,2020,11
21286,35,Jack Darling,Eagles,"$376,500","$399,200",115,28.8,2020,11
21287,36,Sam Walsh,Blues,"$610,900","$483,700",114,23.6,2020,11
21288,36,Darcy Parish,Bombers,"$610,800","$431,600",114,26.4,2020,11
21289,38,Angus Brayshaw,Demons,"$550,300","$345,300",113,32.7,2020,11
21290,38,Oscar McInerney,Lions,"$487,000","$389,700",113,29.0,2020,11
21291,38,Mark O'Connor,Cats,"$323,100","$338,000",113,33.4,2020,11
21292,41,Rhys Stanley,Cats,"$438,500","$465,900",112,24.0,2020,11
21293,42,Zac Bailey,Lions,"$421,100","$414,600",111,26.8,2020,11
21294,43,Elliot Yeo,Eagles,"$337,000","$480,600",110,22.9,2020,11
21295,44,Brennan Cox,Dockers,"$445,400","$365,400",109,29.8,2020,11
21296,44,Andrew McGrath,Bombers,"$478,700","$483,300",109,22.6,2020,11
21297,44,Jack Crisp,Magpies,"$520,300","$476,000",109,22.9,2020,11
21298,47,Dan Houston,Power,"$545,100","$446,700",108,24.2,2020,11
21299,48,Jack Bowes,Suns,"$277,500","$425,200",106,24.9,2020,11
21300,48,Reilly O'Brien,Crows,"$560,500","$501,700",106,21.1,2020,11
21301,50,Brodie Smith,Crows,"$450,200","$406,000",105,25.9,2020,11
21302,51,Tom Rockliff,Power,"$573,000","$465,900",104,22.3,2020,11
21303,51,David Mundy,Dockers,"$419,000","$404,400",104,25.7,2020,11
21304,53,Nick Vlastuin,Tigers,"$548,200","$446,400",103,23.1,2020,11
21305,53,Edward Phillips,Saints,"$321,200","$274,800",103,37.5,2020,11
21306,53,Robbie Tarrant,Kangaroos,"$317,600","$425,400",103,24.2,2020,11
21307,56,Marc Murphy,Blues,"$204,400","$384,200",102,26.5,2020,11
21308,56,Tom Doedee,Crows,"$422,300","$425,900",102,23.9,2020,11
21309,56,Tom Mitchell,Hawks,"$528,600","$568,800",102,17.9,2020,11
21310,56,Will Setterfield,Blues,"$348,200","$443,700",102,23.0,2020,11
21311,56,Liam Duggan,Eagles,"$435,200","$369,900",102,27.6,2020,11
21312,56,Darcy Cameron,Magpies,"$465,900","$219,500",102,46.5,2020,11
21313,62,Jackson Nelson,Eagles,"$281,000","$381,700",101,26.5,2020,11
21314,62,Tom McDonald,Demons,"$365,800","$301,500",101,33.5,2020,11
21315,62,Brayden Maynard,Magpies,"$455,900","$501,400",101,20.1,2020,11
21316,65,Mitchell Duncan,Cats,"$486,800","$551,900",100,18.1,2020,11
21317,65,Thomas Stewart,Cats,"$604,000","$458,500",100,21.8,2020,11
21318,65,Todd Goldstein,Kangaroos,"$513,300","$578,000",100,17.3,2020,11
21319,65,Brodie Grundy,Magpies,"$512,900","$592,700",100,16.9,2020,11
21320,65,Alex Witherden,Lions,"$552,400","$434,900",100,23.0,2020,11
21321,65,Matt Crouch,Crows,"$498,000","$518,600",100,19.3,2020,11
21322,65,Luke Ryan,Dockers,"$531,600","$551,100",100,18.1,2020,11
21323,72,Mark Blicavs,Cats,"$537,200","$502,800",99,19.7,2020,11
21324,72,Brody Mihocek,Magpies,"$328,100","$340,000",99,29.1,2020,11
21325,74,Luke Davies-Uniacke,Kangaroos,"$557,400","$335,800",97,28.9,2020,11
21326,74,James Sicily,Hawks,"$624,700","$603,900",97,16.1,2020,11
21327,74,David Zaharakis,Bombers,"$322,100","$345,900",97,28.0,2020,11
21328,74,Nathan Wilson,Dockers,"$264,300","$366,000",97,26.5,2020,11
21329,74,Matthew Kennedy,Blues,"$532,400","$320,900",97,30.2,2020,11
21330,79,Andrew Gaff,Eagles,"$463,900","$500,100",96,19.2,2020,11
21331,79,James Worpel,Hawks,"$309,300","$434,000",96,22.1,2020,11
21332,79,Zac Fisher,Blues,"$404,900","$356,100",96,27.0,2020,11
21333,82,Josh Thomas,Magpies,"$287,300","$252,800",95,37.6,2020,11
21334,82,Jarrod Witts,Suns,"$605,100","$493,500",95,19.3,2020,11
21335,84,Tyson Stengle,Crows,"$427,900","$232,700",94,40.4,2020,11
21336,84,Reece Conca,Dockers,"$309,100","$333,000",94,28.2,2020,11
21337,84,Ben McEvoy,Hawks,"$491,400","$402,800",94,23.3,2020,11
21338,84,Hamish Hartlett,Power,"$291,500","$413,500",94,22.7,2020,11
21339,88,Steele Sidebottom,Magpies,"$409,200","$547,500",93,17.0,2020,11
21340,88,Patrick Cripps,Blues,"$611,900","$488,500",93,19.0,2020,11
21341,90,Edward Curnow,Blues,"$379,400","$501,900",91,18.1,2020,11
21342,90,Jake Lever,Demons,"$375,700","$408,400",91,22.3,2020,11
21343,92,Tom Barrass,Eagles,"$510,900","$416,400",90,21.6,2020,11
21344,92,Ben Long,Saints,"$353,900","$336,500",90,26.7,2020,11
21345,94,Adam Saad,Bombers,"$567,900","$476,400",89,18.7,2020,11
21346,94,John Noble,Magpies,"$408,700","$317,600",89,28.0,2020,11
21347,94,Josh Rotham,Eagles,"$272,300","$262,500",89,33.9,2020,11
21348,94,Kamdyn Mcintosh,Tigers,"$393,700","$322,300",89,27.6,2020,11
21349,94,Rowan Marshall,Saints,"$506,500","$557,700",89,16.0,2020,11
21350,94,Tom Phillips,Magpies,"$350,300","$359,000",89,24.8,2020,11
21351,94,Brandon Ellis,Suns,"$506,500","$426,500",89,20.9,2020,11
